DOCUMENT_NO,DATE,CUSTOMER_NAME,TYPE,ITEM_NO,ITEM_DESCRIPTION,BAR_CODE,BRAND_NAME,ITEM_CATEGORY,QUANTITY,AMOUNT,UNIT_COST_LCY,SALESPERSON
561131,11/26/2015,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,150.38818,OTHER
561154,11/26/2015,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,150.38818,OTHER
561900,11/28/2015,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,151.959,OTHER
567216,12/10/2015,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,157.91974,OTHER
567219,12/10/2015,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,157.91974,OTHER
588031,1/27/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,163.6841,OTHER
588678,1/30/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,164.0378,OTHER
589323,1/31/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,164.40025,OTHER
589370,1/31/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,164.77188,OTHER
592895,2/8/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,164.98182,OTHER
592904,2/8/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,165.1646,OTHER
597506,2/20/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,163.00165,OTHER
598905,2/22/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,163.57506,OTHER
600066,2/25/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,161.97396,OTHER
602764,3/1/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
604660,3/6/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
606591,3/10/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
613326,3/26/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
625738,4/23/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
626623,4/25/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
631735,5/5/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
634306,5/11/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
634922,5/12/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
636629,5/16/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
637554,5/18/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
638115,5/19/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
638126,5/19/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
640394,5/24/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
124360,6/4/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,2,-700,190.5959697,OTHER
646208,6/4/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,350,190.5959697,OTHER
646230,6/4/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,2,700,190.5959697,OTHER
646312,6/4/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,350,190.5959697,OTHER
646851,6/5/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
648080,6/7/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
649705,6/11/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
663912,7/16/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
668293,7/25/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
671009,7/31/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
701398,10/9/2016,CREDIT CARDS,Item,19972,TONER TN616C,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
672135,8/2/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
672262,8/2/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
680823,8/22/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
684674,8/30/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
687656,9/6/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
687669,9/6/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
688189,9/7/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
689776,9/11/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
699750,10/5/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
706238,10/20/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
708090,10/24/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
711391,10/30/2016,CASH CLEARING,Item,19972,TONER TN616C,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
646218,6/4/2016,CREDIT CARDS,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
358271,7/3/2014,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07,OTHER
395751,10/28/2014,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,350,179.075,OTHER
92196,5/4/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,-320,320,OTHER
472069,5/4/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.0756,OTHER
496762,6/24/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,360,179.075,OTHER
507371,7/22/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07471,OTHER
507689,7/23/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07529,OTHER
516105,8/12/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.075,OTHER
520668,8/24/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.075,OTHER
524668,9/1/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07667,OTHER
526988,9/7/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07667,OTHER
530456,9/15/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07667,OTHER
531944,9/19/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07667,OTHER
533585,9/22/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,360,179.07667,OTHER
539563,10/7/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07476,OTHER
541906,10/13/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07474,OTHER
544291,10/19/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07471,OTHER
544760,10/20/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07467,OTHER
547795,10/27/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07714,OTHER
554588,11/11/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07632,OTHER
554841,11/12/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07611,OTHER
561131,11/26/2015,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07737,OTHER
588031,1/27/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.075,OTHER
590194,2/1/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07471,OTHER
597418,2/20/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07462,OTHER
598905,2/22/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.07455,OTHER
600066,2/25/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,179.075,OTHER
636629,5/16/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
638126,5/19/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
640394,5/24/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
124360,6/4/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,2,-720,190.5959697,OTHER
646230,6/4/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,2,720,190.5959697,OTHER
646303,6/4/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,360,190.5959697,OTHER
646304,6/4/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,360,190.5959697,OTHER
660498,7/5/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
663912,7/16/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
670228,7/30/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
701398,10/9/2016,CREDIT CARDS,Item,19969,TONER TN616K,20440,KM,SUPPLIES,2,640,190.5959697,OTHER
672135,8/2/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
684674,8/30/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
687656,9/6/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
687669,9/6/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
688189,9/7/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
699750,10/5/2016,CASH CLEARING,Item,19969,TONER TN616K,20440,KM,SUPPLIES,1,320,190.5959697,OTHER
596771,2/17/2016,CREDIT CARDS,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.48179,OTHER
611060,3/20/2016,CREDIT CARDS,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
629113,4/30/2016,CREDIT CARDS,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
646218,6/4/2016,CREDIT CARDS,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
395318,10/27/2014,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.67333,OTHER
395751,10/28/2014,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,172.6735,OTHER
92196,5/4/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,-310,0,OTHER
472069,5/4/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.49519,OTHER
496762,6/24/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,133.491,OTHER
499515,6/30/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.49105,OTHER
501250,7/4/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.49111,OTHER
506008,7/16/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5365,OTHER
507689,7/23/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5365,OTHER
507715,7/23/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.53632,OTHER
508764,7/26/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.53611,OTHER
509301,7/27/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.53588,OTHER
514052,8/8/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5815,OTHER
514731,8/9/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5815,OTHER
516134,8/12/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5815,OTHER
517965,8/17/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5815,OTHER
522404,8/29/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5815,OTHER
526988,9/7/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
527569,9/9/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,133.595,OTHER
529249,9/13/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
530381,9/15/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
530456,9/15/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
531944,9/19/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
533585,9/22/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,133.595,OTHER
534690,9/28/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.595,OTHER
535973,9/30/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,133.595,OTHER
539563,10/7/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.585,OTHER
541307,10/12/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58471,OTHER
541906,10/13/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58467,OTHER
542466,10/14/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58462,OTHER
542484,10/14/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58462,OTHER
544760,10/20/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58471,OTHER
547119,10/26/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.5875,OTHER
547795,10/27/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,133.58737,OTHER
551599,11/4/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,151.20348,OTHER
553575,11/9/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,152.00432,OTHER
554081,11/10/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,151.20391,OTHER
557803,11/18/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,154.91263,OTHER
561900,11/28/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,154.91329,OTHER
562899,11/30/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,163.30263,OTHER
565832,12/7/2015,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,170.94797,OTHER
588031,1/27/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.13608,OTHER
588678,1/30/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.15938,OTHER
590462,2/2/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.20745,OTHER
592895,2/8/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.23226,OTHER
592904,2/8/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.25761,OTHER
597506,2/20/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,172.49458,OTHER
598905,2/22/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,172.53475,OTHER
601956,2/29/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,165.53214,OTHER
601969,2/29/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,165.51586,OTHER
605099,3/7/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
606591,3/10/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
613326,3/26/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
625738,4/23/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
630276,5/2/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
630302,5/2/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
630353,5/2/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
634306,5/11/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
636629,5/16/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
638115,5/19/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
638126,5/19/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
638834,5/21/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
640394,5/24/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
124360,6/4/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,-700,190.5959697,OTHER
646230,6/4/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,700,190.5959697,OTHER
646308,6/4/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,190.5959697,OTHER
646309,6/4/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,350,190.5959697,OTHER
648080,6/7/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
658384,6/30/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
661034,7/10/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
663912,7/16/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
665476,7/19/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
665702,7/19/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
666326,7/20/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
670228,7/30/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
701398,10/9/2016,CREDIT CARDS,Item,19971,TONER TN616M,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
672262,8/2/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
680823,8/22/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
684674,8/30/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
687656,9/6/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
687669,9/6/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
688189,9/7/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
699750,10/5/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
703850,10/15/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
708090,10/24/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
708684,10/25/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
712139,10/31/2016,CASH CLEARING,Item,19971,TONER TN616M,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
596771,2/17/2016,CREDIT CARDS,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,171.78736,OTHER
629113,4/30/2016,CREDIT CARDS,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,2,620,190.5959697,OTHER
646218,6/4/2016,CREDIT CARDS,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
653737,6/21/2016,CREDIT CARDS,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,190.5959697,OTHER
371361,8/17/2014,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,160.6,OTHER
379118,9/9/2014,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,171.96714,OTHER
382498,9/20/2014,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,171.96727,OTHER
395751,10/28/2014,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,350,172.91389,OTHER
92196,5/4/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,-310,350,OTHER
472069,5/4/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.25174,OTHER
482952,5/30/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.25161,OTHER
496759,6/24/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.25421,OTHER
496762,6/24/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,350,119.25421,OTHER
499515,6/30/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.25467,OTHER
506779,7/21/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.31789,OTHER
507689,7/23/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.31778,OTHER
507715,7/23/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.31765,OTHER
508764,7/26/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.3175,OTHER
509584,7/28/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.31733,OTHER
514731,8/9/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36588,OTHER
517965,8/17/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36588,OTHER
522404,8/29/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36588,OTHER
524668,9/1/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
526988,9/7/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
530381,9/15/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
530456,9/15/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
531944,9/19/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
533561,9/22/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.37583,OTHER
535973,9/30/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,2,620,119.37583,OTHER
537568,10/3/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,350,119.3675,OTHER
539563,10/7/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36733,OTHER
541906,10/13/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36722,OTHER
544291,10/19/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36714,OTHER
544734,10/20/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36667,OTHER
544760,10/20/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36667,OTHER
547153,10/26/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.3685,OTHER
547795,10/27/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,119.36842,OTHER
557803,11/18/2015,CASH CLEARING,Item,19970,TONER TN616Y,20440,KM,SUPPLIES,1,310,145.13781,OTHER
